"Month,First_Expression,Review,Rating,Bert_sentiment,distilbert_sentiment"
"4 months ago,Could be way better,Waste money camera and battery bad quality,2,1,Negative"
"4 months ago,Highly recommended,Absolutely best premium phone under 60k love it 🥰 .Everything is perfect in this phone 📱,5,5,Positive"
"4 months ago,Simply awesome,Good,5,5,Positive"
"4 months ago,Worth every penny,I am shifting from android to IOS so I have no experience of ios but the battery and quality of the product is awesome,5,5,Positive"
"4 months ago,Perfect product!,good,5,5,Positive"
"4 months ago,Worth every penny,Very good product,5,5,Positive"
"4 months ago,Highly recommended,Good product,5,5,Positive"
"4 months ago,Great product,Too good,5,5,Positive"
"4 months ago,Just wow!,Classy ✨✨✨,5,5,Positive"
"4 months ago,Brilliant,Good product 👌,5,5,Positive"
"4 months ago,Must buy!,Excellent product. Thanks Seller. Thanks delivery services and delivery man for providing it so early. Thanks Flipkart,5,5,Positive"
"4 months ago,Highly recommended,My first iPhone,5,5,Positive"
"4 months ago,Worth every penny,It's a powerful phone with loaded features and many more. 🤩,5,5,Positive"
"4 months ago,Wonderful,""I phone14 is superb,camera quality battery performance excelent, Thank you flip kart forThe Amazing offer."",5,5,Positive"
"4 months ago,Best in the market!,Best Phone in this price range 💕💕💕💕,5,5,Positive"
"4 months ago,Worth every penny,Worth product,5,5,Positive"
"4 months ago,Awesome,Everything is great except battery life,5,5,Positive"
"4 months ago,Mind-blowing purchase,Nice 1 go for it.,5,5,Positive"
"4 months ago,Just wow!,""It was my first buying experience for iPhone, and in all honesty I was little worried, but thanks to Mr Ashish my help assistant from customer support and Mr Sushant my delivery partner, my experience was very good, thank you Flipkart and special thanks to Ashish and Sushant"",5,5,Positive"
"4 months ago,Best in the market!,Perfect phone for middle class people,5,5,Positive"
"4 months ago,Must buy!,Amazing iPhone super fast I upgraded for all my family members luv it ❤️❤️,5,5,Positive"
"4 months ago,Worth every penny,""Really powerful and impressedSo its a year now I have been using this device, without a doubt it has surpassed my expectations. Am not going to tell you about the display and other stuffs. You all know there is no phone available that even comes close to iPhone.iPhone 14 has excellent camera can easily hold up for 2-3 more years (if you are a pro photographer) it may vary but for 99/100 users this phone gives you the best shots possible. Special mention to portrait made, the pics are insan..."",5,5,Negative"
"4 months ago,Wonderful,""This is the first time from ages an Android user buying an iPhone, Experience is awesome, camera is excellent, battery is good . Overall a nice purchase you won't regret buying."",4,5,Positive"
"4 months ago,Best in the market!,Original product received thank u Flipkart,5,5,Positive"
"4 months ago,Awesome,Thanks Flipkart 🥰,5,5,Positive"
"4 months ago,Classy product,Nice big billion ❤️😁❤️😁,5,5,Positive"
"4 months ago,Perfect product!,""The experience has been really good. The weight of the phone is significantly lighter than iPhone 11. The OLED screen is amazing with higher resolution providing more content on the screen. And this has 5g. The phone is snappier than my previous phone. But coming from an iPhone you really wont notice much difference since the experience is the same. After the restore everything looks and feels the same, thats really good"",5,5,Positive"
"4 months ago,Terrific purchase,All good and battery performance bit less .,5,5,Positive"
"4 months ago,Value-for-money,""Feels average if you are coming from an high end Android phone like S23 Ultra or Pixel 7Pro etc., otherwise feels pretty premium."",4,3,Positive"
"4 months ago,Best in the market!,super excited mobile iphone 14,5,5,Positive"
"4 months ago,Brilliant,Lightening delivery by FlipkartPhone is just awesome 😎,5,5,Positive"
"4 months ago,Fabulous!,I'm sorry happy,5,5,Positive"
"4 months ago,Terrific,Just on word superb!,5,5,Positive"
"4 months ago,Perfect product!,Nice product,5,5,Positive"
"4 months ago,Wonderful,BEST VALU FOR MONEY PRODUCT AND LOOK IS SO OWSAME.,5,5,Positive"
"4 months ago,Does the job,Prices is good,3,4,Positive"
"4 months ago,Classy product,NICE,5,5,Positive"
"4 months ago,Just okay,Average but expensive,4,3,Positive"
"4 months ago,Excellent,Good,5,5,Positive"
"4 months ago,Classy product,What a incredible device just awesome 🤌🏻❤️,5,5,Positive"
"4 months ago,Highly recommended,It's best 😁😁,5,5,Positive"
"4 months ago,Just wow!,Good performance phone,5,5,Positive"
"4 months ago,Super!,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 just wow.......,5,5,Positive"
"4 months ago,Great product,The best,5,5,Positive"
"4 months ago,Terrific,nice,5,5,Positive"
"4 months ago,Best in the market!,Very good,5,5,Positive"
"4 months ago,Just wow!,Product goodand good service Tq,5,5,Positive"
"4 months ago,Fabulous!,Nice product😍,5,5,Positive"
"4 months ago,Terrific purchase,Awesome 👌 👏 👍,5,5,Positive"
"4 months ago,Fabulous!,Another awesome phone by apple,5,5,Positive"
"4 months ago,Must buy!,Good product and safely delivered by flipkart overall is good,5,4,Positive"
"4 months ago,Mind-blowing purchase,Excellent product... good service offered by the Flipcart official,5,5,Positive"
"4 months ago,Awesome,Amazing phone with amazing camera,5,5,Positive"
"4 months ago,Must buy!,Excellent product..,5,5,Positive"
"5 months ago,Nice,Super,3,5,Positive"
"5 months ago,Terrific,Nise I love it thank you apple,5,5,Positive"
"5 months ago,Terrific purchase,Wonderful,5,5,Positive"
"5 months ago,Classy product,Best,5,5,Positive"
"5 months ago,Terrific purchase,Very nice ☺️,5,5,Positive"
"5 months ago,Must buy!,Product is good and awsome,5,5,Positive"
"5 months ago,Worth every penny,Fantastic,5,5,Positive"
"5 months ago,Highly recommended,Very good,5,5,Positive"
"5 months ago,Terrific purchase,My first iphone journey begins with purchase from flipkart,5,5,Positive"
"5 months ago,Delightful,Brand is enough.,4,5,Positive"
"5 months ago,Fair,good,3,4,Positive"
"5 months ago,Mind-blowing purchase,It's a beast in its segment,5,5,Positive"
"5 months ago,Just wow!,Very nice,5,5,Positive"
"5 months ago,Super!,Nice,5,5,Positive"
"5 months ago,Highly recommended,""Display, Performance, Battery Life is absolutely perfect. Upgraded from iphone SE(2020) to iphone 14. Camera is on another level. Loved it."",5,5,Positive"
"5 months ago,Best in the market!,Thank you,5,5,Positive"
"5 months ago,Must buy!,So beautiful 🥰 Gud nd Real product Thnk you so much 😊,5,5,Positive"
"5 months ago,Terrific purchase,Nice 👍🙂,5,5,Positive"
"5 months ago,Awesome,It's iPhone what more you want to know..,5,5,Positive"
"5 months ago,Awesome,Ok,5,5,Positive"
"5 months ago,Must buy!,Very good experience,5,5,Positive"
"5 months ago,Delightful,Best part camera,4,5,Positive"
"5 months ago,Brilliant,Good product,5,5,Positive"
"5 months ago,Value-for-money,Good,4,4,Positive"
"5 months ago,Wonderful,""My sister loved this color, this phone is amazing! Nice cameras, great OLED display, battery life is great too."",5,5,Positive"
"6 months ago,Brilliant,""thank you for quick service as mentioned in the website. Just one serious observations at the time of exchange of old iphone , they took 3 hrs to check the old mobile.. this is too much time u have taken"",5,5,Positive"
"6 months ago,Unsatisfactory,Damaged priduct,1,1,Negative"
"6 months ago,Slightly disappointed,Battery draining problem noticed.,2,3,Negative"
"6 months ago,Worth the money,Flawless performance for the past 3 months. Was using android phones till now. I think android is much easier to use on a day to day basis. IOS is also good but more complicated to use. Phone is perfect.,4,4,Positive"
"6 months ago,Perfect product!,""I bought red variant of this one. It's truly amazing. Everything is perfect, but the battery should be improved. Switched to iOS from Android. Mobile's cooling system is good. I think it's no need to talk about the camera quality 💥💥"",5,5,Positive"
"6 months ago,Must buy!,Battery will be better. After using for 4 months a very good experience by ios,5,5,Positive"
"6 months ago,Simply awesome,amazing!,5,5,Positive"
"6 months ago,Excellent,Excellent,5,5,Positive"
"6 months ago,Excellent,Satisfying,5,5,Positive"
"6 months ago,Just wow!,Super quality best product,5,5,Positive"
"7 months ago,Terrific,Awesome battery is full day use and camera quality is always happy to seen,5,5,Positive"
"7 months ago,Super!,Very nice very good iPhones. Must buy for premium smartphone lovers,5,5,Positive"
"7 months ago,Utterly Disappointed,""Very bad experience with purchase, the phone is always restarting"",1,1,Negative"
"7 months ago,Slightly disappointed,Not satisfied with the purchase I would probably sell it,2,2,Negative"
"7 months ago,Classy product,Very nice photos.,5,5,Positive"
"7 months ago,Good,Camera performance low,3,4,Positive"
"7 months ago,Mind-blowing purchase,Nice product 😃,5,5,Positive"
"7 months ago,Wonderful,Very good product,5,5,Positive"
"7 months ago,Brilliant,Amazing,5,5,Positive"
"7 months ago,Worth every penny,Amazing,5,5,Positive"
"7 months ago,Nice,Producing huge heat compared to other models,3,4,Positive"
"7 months ago,Wonderful,Just Awesome!!,5,5,Positive"
"7 months ago,Simply awesome,Best 🫡,5,5,Positive"
"7 months ago,Good quality product,Good product but expensive,4,4,Positive"
"7 months ago,Really Nice,Everything is good,4,5,Positive"
"7 months ago,Decent product,Super product,3,4,Positive"
"7 months ago,Best in the market!,Best product I phone 14 128 by FlipkartThank you FlipkartMy name Rakesh Banjara,5,5,Positive"
"7 months ago,Great product,""What a product. Impressed with its,- Performance- Battery back up- Camera- FeaturesOverall am impressed with this product."",5,5,Positive"
"7 months ago,Terrific purchase,Nice products and earliest delivery,5,5,Positive"
"8 months ago,Terrific,Great product at good price.,5,5,Positive"
"8 months ago,Just wow!,Picture quality is amazing,5,5,Positive"
"8 months ago,Highly recommended,Superb,5,5,Positive"
"8 months ago,Perfect product!,Nice colour go for it.,5,5,Positive"
"8 months ago,Terrific,Superb LookExcellent CameraMarvellous Battery Life,5,5,Positive"
"8 months ago,Fabulous!,Awesome 😍❤️🤗,5,5,Positive"
"8 months ago,Super!,""Perfect of All Times.Best in Battery Life, Charging Speed,Quality ,Camera and the Comfort of its Size..Love itCamera is Insane for Camera Lovers. Night Modes are Excellent"",5,5,Positive"
"8 months ago,Awesome,Product is very cool and i loved it his performance 😊,5,5,Positive"
"8 months ago,Wonderful,Great product.Fantastic performance.,5,5,Positive"
"8 months ago,Wonderful,Good,5,5,Positive"
"8 months ago,Fabulous!,This is amazing,5,5,Positive"
"9 months ago,Mind-blowing purchase,Product colour very beautiful and camera quality excellent.,5,5,Positive"
"9 months ago,Wonderful,This is my first time using an iPhone and the experience has been nothing but seamless and amazing to say nonetheless 💯The only issue thus far has been a lil bit overheating while charging,4,4,Positive"
"9 months ago,Terrific purchase,Ncie,5,5,Positive"
"9 months ago,Great product,My first iphone. Thanks filpkart,5,5,Positive"
"9 months ago,Good,Ok,5,4,Positive"
"9 months ago,Best in the market!,Good,5,5,Positive"
"9 months ago,Utterly Disappointed,This is worst product I recieved in my lifetime.Always regret.Not working my iphone properly,5,1,Negative"
"9 months ago,Great product,Nice,5,5,Positive"
"9 months ago,Nice product,Thank you FlipkartCamera awesomeDisplay good,4,5,Positive"
"9 months ago,Terrific,""What is more there to say for any Apple product amazing in its style, innovation memory camera every thing just comes to a perfection that is what what we call Apple"",5,5,Positive"
"9 months ago,Brilliant,Camera betray display such a wow,5,5,Positive"
"9 months ago,Great product,Excellent phone,5,5,Positive"
"9 months ago,Nice product,Good product,4,4,Positive"
"9 months ago,Absolute rubbish!,Disgusting,1,1,Negative"
"9 months ago,Terrific purchase,""I am using the product since quite a while now, I was previously having XR and this is 100% an upgrade on the same. Battery life is good and phone is a bit handy as well, though not as good as mini phones. Camera has definitely improved a lot in last 4 yrs and that's a massive upgrade. Altogether a great product and a no brainer if you are looking for a 5g handset with decent performance."",5,5,Positive"
"9 months ago,Great product,iPhone is iPhone. It was an upgrade from iPhone x to iPhone 14 . Its always for my wife.100% satisfied with product and delivery,5,5,Positive"
"10 months ago,Simply awesome,Excellent,5,5,Positive"
"10 months ago,Fabulous!,Excellent and battery performance also good,5,5,Positive"
"10 months ago,Fabulous!,Very good product,5,5,Positive"
"10 months ago,Highly recommended,Wonderful product ❤️,5,5,Positive"
"10 months ago,Value-for-money,Good,4,4,Positive"
"10 months ago,Excellent,Nice li,5,5,Positive"
"10 months ago,Wonderful,Good,5,5,Positive"
"10 months ago,Super!,Good,5,5,Positive"
"10 months ago,Classy product,Great 👍,5,5,Positive"
"10 months ago,Simply awesome,Simply superb,5,5,Positive"
"10 months ago,Very Good,nice cool,4,5,Positive"
"10 months ago,Highly recommended,nice display,5,5,Positive"
"10 months ago,Worth every penny,Great camera specially auto focus top notch performance,5,5,Positive"
"10 months ago,Bad quality,My charger cable is not working,2,1,Negative"
"10 months ago,Fair,""Normal iphone performance, nothing new. Average iphone."",3,3,Neutral"
"10 months ago,Terrific,Perfect colour... Looking at the next level with the apple symbol..,5,5,Positive"
"10 months ago,Delightful,Good.,4,5,Positive"
"10 months ago,Excellent for the price and premium apple device,""All day Battery life, no heating, extreme smooth performace.I would suggest getting iphone 14 over iphone 13 as it has 2 extra GB ram iphon 13 pro processor"",5,5,Positive"
"10 months ago,Terrific,Super,5,5,Positive"
"10 months ago,Must buy!,Phone is amzing performance superb display,5,5,Positive"
"10 months ago,Simply awesome,I just want say that its a amazing phone i ever used and the performances are fabulous,5,5,Positive"
"10 months ago,Pretty good,Great product and performance,4,4,Positive"
"11 months ago,Perfect product!,Awesome,5,5,Positive"
"11 months ago,Must buy!,Product is superb and camera quality is excellent,5,5,Positive"
"11 months ago,Mind-blowing purchase,Verry nice,5,5,Positive"
"11 months ago,Did not meet expectations,My data cable is not working,1,1,Negative"
"11 months ago,Highly recommended,Great product,5,5,Positive"
"11 months ago,Terrific,Excallent item i phone 14,5,5,Negative"
"11 months ago,Terrific,Product is good,5,5,Positive"
"11 months ago,Highly recommended,Genuine product and deliver on time .. thanks alot,5,5,Positive"
"11 months ago,Simply awesome,Wow colour,5,5,Positive"
"11 months ago,Brilliant,""I am in love with this phone, the colour is awesome, picture quality unmatched. Worth the hype!"",5,5,Positive"
"11 months ago,Fabulous!,Quality awesome,5,5,Positive"
"11 months ago,Wonderful,No words to write. It's really awesome.,5,5,Positive"
"11 months ago,Awesome,Design superb,5,5,Positive"
"11 months ago,Wonderful,very nice,5,5,Positive"
"11 months ago,Terrific purchase,I love I phone🥰🥰🥰🤗🤗🤗🤗,5,5,Positive"
"11 months ago,Just wow!,good,5,5,Positive"
"11 months ago,Super!,""Within one day we got the delivery thanks Flipkart, nice delivery person he showed everything in front of me am very much happy and satisfied with service and mobile it's my dream comes true 😍"",5,5,Positive"
"11 months ago,Brilliant,Superb ❤️,5,5,Positive"
"11 months ago,Wonderful,""We can say tha it is value for money product , great camera quality, eye catching design."",5,5,Positive"
"11 months ago,Fabulous!,""Battery heats sometimes , and for those who are saying brightness is low there are two settings for brightness turn that on in accessibility go to display and text size and click the reduce white point for bright display"",5,5,Negative"
"11 months ago,Good,Good phone,3,4,Positive"
"11 months ago,Just wow!,Wonderful,5,5,Positive"
"11 months ago,Brilliant,Perfect,5,5,Positive"
"11 months ago,Wonderful,Just shifted to iPhone from Android. Its Good.Good Battery Back Up. For normal use it's good.,5,5,Positive"
"11 months ago,Excellent,i have given gift to my wife on birthday 😍 updated from iphone 7 to iphone 14 .,5,5,Positive"
"11 months ago,Waste of money!,Feeling bad shifting to ios pathetic experience my Samsung f12 far bbetter,1,1,Negative"
"11 months ago,Really Nice,Overall good delivery and quality,4,4,Positive"
"11 months ago,Nice,Nice phone with great performance and battery,3,5,Positive"
"""Feb, 2023"",Simply awesome,Loved one🤌💕😍,5,5,Positive"
"""Feb, 2023"",Great product,Good camera,5,5,Positive"
"""Feb, 2023"",Best in the market!,Excellent phone and outstanding camera,5,5,Positive"
"""Feb, 2023"",Perfect product!,Fabulous,5,5,Positive"
"""Feb, 2023"",Value-for-money,Front Camera 3 to 4 star,4,4,Positive"
"""Feb, 2023"",Excellent,Exited,5,5,Positive"
"""Feb, 2023"",Highly recommended,Amazing phone iphone 14 😍😍,5,5,Positive"
"""Feb, 2023"",Great product,BEST PHONE 📱,5,5,Positive"
"""Feb, 2023"",Fabulous!,Amazing !!! don't think twice just go for it 🍎💙,5,5,Positive"
"""Feb, 2023"",Terrific purchase,Nice...,5,5,Positive"
"""Feb, 2023"",Good quality product,This is my first IPhone. Good to use and handy. Great performance too. Camera quality is very good and smooth.,4,5,Positive"
"""Feb, 2023"",Terrific purchase,Soooperb camera and brilliant performance 😘😘😘😘😘😘,5,5,Positive"
"""Feb, 2023"",Best in the market!,Good but small screen,5,4,Positive"
"""Feb, 2023"",Great product,""Camera: Rear Camera is Too GoodFront Camera : AveragePerformance : BeastSecurity : BestSoftware : BestiPhone 14 is a complete package, go for it without any hesitation. This phone changed me from Android Fanboy to iPhone fanboy."",5,5,Positive"
"""Feb, 2023"",Classy product,Very good and awesome Delivery is very Bad,5,5,Positive"
"""Feb, 2023"",Nice,I think this time apple surely has compromised with the display quality of the base variant.,3,4,Positive"
"""Jan, 2023"",Great product,Just go for it don't even think of any another brand,5,5,Positive"
"""Jan, 2023"",Super!,Fantastic product from apple. Was worried about delivery. Flipkart has ensured safe and tension free delivery,5,5,Negative"
"""Jan, 2023"",Super!,OSM,5,5,Positive"
"""Jan, 2023"",Great product,Good,5,5,Positive"
"""Jan, 2023"",Good choice,Very good,4,5,Positive"
"""Jan, 2023"",Worth every penny,The battery life is best on iPhone,5,5,Positive"
"""Jan, 2023"",Waste of money!,Heating problem exists,1,1,Negative"
"""Jan, 2023"",Must buy!,Very nice,5,5,Positive"
"""Jan, 2023"",Great product,Good and amazing product and camera are sexy,5,5,Positive"
"""Jan, 2023"",Worth every penny,Awesome bought it on flash sale daysAwesome cameraAwesome battery back up,5,5,Positive"
"""Jan, 2023"",Great product,Good,5,5,Positive"
"""Jan, 2023"",Super!,Best phone I have ever experienced.,5,5,Positive"
"""Jan, 2023"",Just wow!,This my first I phone and I'm so happy,5,5,Positive"
"""Jan, 2023"",Delightful,good but price is high,4,4,Positive"
"""Jan, 2023"",Great product,I obsessed with my i phone 14,5,5,Positive"
"""Jan, 2023"",Excellent,""From Android to ios , Very good Experience , Videos and Photos Quality are Far Better than mobile I have used in the past"",5,5,Positive"
"""Jan, 2023"",Value-for-money,Good phoneNice in one,4,5,Positive"
"""Jan, 2023"",Wonderful,I love the phone i purchased it to gift my husband the camera battery everything is fine thanks a lot for the fast delivery,5,5,Positive"
"""Jan, 2023"",Brilliant,Thanks,5,5,Positive"
"""Jan, 2023"",Fabulous!,My dream phone,5,5,Positive"
"""Jan, 2023"",Classy product,Awesome product,5,5,Positive"
"""Jan, 2023"",Fabulous!,Excellent 👌,5,5,Positive"
"""Jan, 2023"",Wonderful,""amazing picture quality , love you Apple ."",5,5,Positive"
"""Jan, 2023"",Worth every penny,Nice product i am so happy😊😊😊,5,5,Positive"
"""Jan, 2023"",Nice product,Nice,4,5,Positive"
"""Jan, 2023"",Super!,Wow,5,5,Positive"
"""Jan, 2023"",Fabulous!,Superb product love it ❤️,5,5,Positive"
"""Jan, 2023"",Fabulous!,iPhone 14 amazing phone and flip kart delivery excellent service provide,5,5,Positive"
"""Jan, 2023"",Super!,Great phone with great features..,5,5,Positive"
"""Jan, 2023"",Super!,All is good,5,5,Positive"
"""Jan, 2023"",Terrific purchase,Very good product,5,5,Positive"
"""Jan, 2023"",Wonderful,Apple always doing best,5,5,Positive"
"""Jan, 2023"",Simply awesome,""Best In Segment and blue colour looking super, camera best ever and best phone ever"",5,5,Positive"
"""Dec, 2022"",Terrific purchase,Excellent product loved it recommended,5,5,Positive"
"""Dec, 2022"",Mind-blowing purchase,Very nice phone iPhone 14 Great !!!!!!,5,5,Positive"
"""Dec, 2022"",Excellent,Just awesome,5,5,Positive"
"""Nov, 2022"",Fabulous!,Beautiful great value for money,5,5,Positive"
"""Oct, 2022"",Worth every penny,Fine,5,5,Positive"
"""Nov, 2022"",Nice product,camera is not as expected at evening as pictures are so dull and not bright.so much dissipointed when compare camera even with s21fe or one plus nord or other premium phones.at bright sunlight or in a bright light at night pictures are so good in portrait mode.selfies in low light are terrible. looks like camera under 10k phone.battery is good and last for day easily.performance is so good.display may be if 90hz it will be good at this price range.,4,3,Positive"
"4 months ago,Terrific purchase,Every is forfect disine battary camera every thing ilovit im giving 5 star rating abow im yousing iPhone 3GS to 14 im using present iPhone 11 Pro Max thats taking yellow colour mobile disine also every thing 5star,5,5,Positive"
"""Feb, 2023"",Brilliant,good designgood cameragood battery backupbest mobile,5,5,Positive"
"""Jan, 2023"",Classy product,Nice,5,5,Positive"
"5 months ago,Wonderful,""Good performance, screen quality but camera quality is okay but I would expect better than this in case of night mode."",4,4,Positive"
"8 months ago,Worthless,Not worth as hype by people giving comments.Not easy for day to day activities.Old-age caller id.Avg camera performance,1,1,Negative"
"9 months ago,Awesome,""What a phone, first time i purchased the I phone over Android, and fully satisfied on every acepects.Camera undoubtedly ossaam.RAM and storage also nice.No lagging , smooth performance.Build quality too good.UI extraordinary.Overall value for money product."",5,5,Positive"
"11 months ago,Terrific,Excellent smart phone under best price😎,5,5,Positive"
"2 months ago,Brilliant,Appart from the battery 🔋 back I don't have any complaint. This is an excellent choice for any person who want to switch from android to IOS.,5,5,Positive"
"3 months ago,Don't waste your money,""worst packing....why are you taking package fees for this products ?? not bubble wrapped, not even give any extra protection in the box 🙏🙏 worst customer service also so am giving only 1 star because of this 👍"",1,1,Negative"
"3 months ago,Terrific,""Mobile is beautiful , camra is ultimate i am love with this camera, battary is quite goodIts a totally worth it , if u want to buy you can go for it"",5,5,Positive"
"4 months ago,Unsatisfactory,Phone is too much heating just in 10min while charging,1,1,Negative"
"4 months ago,Fabulous!,I mean it's alright. Overatted af in my opinion.,5,5,Negative"
"4 months ago,Waste of money!,Call network voice call not performing,1,1,Negative"
"7 months ago,Super!,Superb 😎,5,5,Positive"
"8 months ago,Waste of money!,Charger not available in box waste for money camera using time over heating issue,1,1,Negative"
"8 months ago,Did not meet expectations,Slow process,1,2,Negative"
"8 months ago,Unsatisfactory,BATTERY BACKUP NOT BATTER.,1,1,Negative"
"9 months ago,Classy product,Best phone,5,5,Positive"
"""Feb, 2023"",Perfect product!,My first experience with apple phone is great…This phone is awesome and I love light purple colour…i m so happy thank u Flipkart 🥰,5,5,Positive"
"""Jan, 2023"",Excellent,""First time iphone user, liking it very much. Battery is good and fast charging is an additional advantage."",5,5,Positive"
"""Jan, 2023"",Worth every penny,""Best Deal with Flipkart, best Phone"",5,5,Positive"
"""Jan, 2023"",Simply awesome,Great product much faster than iPhone 13,5,5,Positive"
"""Dec, 2022"",Does the job,Overall good performance,3,4,Positive"
"""Jan, 2023"",Nice,Awesome,3,5,Positive"
"""Nov, 2022"",Hated it!,Bad,1,1,Negative"
"""Oct, 2022"",Worth every penny,""Loved it, my first iphone btw box quality wasnt good"",5,5,Positive"
"""Jan, 2023"",Useless product,""Only performance good.. battery service is very bad, display size or feel 2014 genaration phone, oneplus, nothing phone is best.."",1,1,Negative"
"""Jan, 2023"",Just wow!,Totally worth selling your kidney and buying this amazing phone. Camera makes this phone A+,5,5,Positive"
"3 months ago,Slightly disappointed,How is the camera rating so high in this review?? I found the camera quality absolute garbage.,2,2,Negative"
"4 months ago,Just okay,""Mediocre Performance for the PricesI recently purchased this phone for 50K, and I must admit, I'm not entirely thrilled with it. Here's a breakdown of my experience:Camera (3/5): The camera performance falls flat, earning a modest 3 out of 5. While it's not terrible, it doesn't quite meet the expectations I had for a device in this price range.Performance: This is where I encountered some major issues. The phone has a tendency to hang, and there are times when it takes multiple attempt..."",3,3,Negative"
"4 months ago,Good,""I recently upgraded to the iPhone 14, and I must say I'm impressed with the improvements. The camera quality is outstanding, allowing me to capture memories in stunning detail. The battery life has been a noticeable upgrade, keeping me powered throughout the day. The new A15 chip ensures smooth performance, even with demanding apps and games. The 60Hz ProMotion display provides a smoother and more immersive experience. Overall, the iPhone 14 has lived up to my expectations, offering a seamles..."",3,4,Positive"
"7 months ago,Useless product,""Freezes a lot, camera and display are not average which is not expected from an iphone"",1,1,Neutral"
"11 months ago,Terrific purchase,Just awesome.,5,5,Positive"
"""Feb, 2023"",Very poor,""I am facing too many glitches in this phone, Screen is freezing whenever I am trying to unlock my phone."",1,1,Negative"
"""Feb, 2023"",Terrific purchase,thankssss filpkart 😘😘😘😘,5,5,Positive"
"""Dec, 2022"",Does the job,Its picture quality low,3,3,Negative"
"""Nov, 2022"",Fabulous!,jeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeez okay,5,5,Positive"
"4 months ago,Worthless,Price should be little bit less poor people can't afford this..,1,1,Negative"
"""Feb, 2023"",Good,Automatic call recorder not there like Samsung. The biggest draw back. Camera quality not as expected.,3,3,Positive"
"25 days ago,Waste of money!,Front camera focusing very big problemRear camera also over sharpen photosOverall do not buy this better option is 13,1,1,Negative"
"1 month ago,Brilliant,My LoveAwesomeAmeero wali Feeling,5,5,Positive"
"1 month ago,Could be way better,""Touch is not as good as android phones, heating issue, Google maps updating location very late. Battery is not good also. Not a good product"",2,2,Negative"
"1 month ago,Best in the market!,Very Good user experience and fantastic display. Good battery backup for me.,5,5,Positive"
"1 month ago,Expected a better product,Battery quality is not good it's too much consume bettery helth + bettery backup,2,2,Negative"
"1 month ago,Must buy!,""Superb, camera quality of iphone 13 is better than iPhone 14"",5,5,Positive"
"2 months ago,Worth the money,Very good 👍,4,5,Positive"
"3 months ago,Expected a better product,Getting hot first..and battery draining.while very few apps in back ground..disappointing performance by I phone 14,2,3,Positive"
"3 months ago,Just wow!Not a brick but a phone,I was so worried getting a phone from Flipkart (heard all the news of epople getting bricks instead) but I am happy I got my actual phone phew :),5,5,Negative"
"3 months ago,Classy product,One of the best choice to select iphone 14 with 256gb memory.,5,5,Positive"
"3 months ago,Just wow!,Battery backup of this device is unbeatable in one charge this device can last upto 1/5 daysThe camera quality is fabulous performance is top notch overall loved this device and also flipkarts delivery is very good ❤️❤️❤️❤️❤️,5,5,Positive"
"3 months ago,Bad quality,Massive battery drain problem,2,1,Negative"
"3 months ago,Utterly Disappointed,There is a minimal gap between screen and upper frame,1,1,Negative"
"3 months ago,Waste of money!,After using two months display become greenish on top left corner,1,1,Negative"
"3 months ago,Delightful,Finally Switched Android to iOS 🥰.. 😻 some feature are amazing..some bugs are there ..,4,4,Positive"
"4 months ago,Worth every penny,This phone is very fast,5,5,Positive"
"4 months ago,Good quality product,iPhone is always best only,4,5,Positive"
"4 months ago,Did not meet expectations,Not good at all!,1,1,Negative"
"4 months ago,Fabulous!,ITEM IS GOOD FLIPKART SERVICE IS ALSO VERY FAST OR GOOD I LIKES,5,5,Positive"
"4 months ago,Really Nice,Camera not satisfied. It's okay. Performance great.,4,3,Positive"
"4 months ago,Just wow!,Good product,5,5,Positive"
"4 months ago,Worth every penny,Best phone e,5,5,Positive"
"5 months ago,Brilliant,Good,5,5,Positive"
"5 months ago,Mind-blowing purchase,Good,5,4,Positive"
"6 months ago,Worth the money,""iPhone 14 is similar to iPhone 13, I didn't see much difference"",4,4,Positive"
"7 months ago,Best in the market!,Super Quality Best Picture Experiance,5,5,Positive"
"7 months ago,Very Good,Android is best for worksiPhone is best for officers and vips,4,5,Positive"
"8 months ago,Not recommended at all,Battery very bad not Heath is 3 manth 20% dawn not buy,1,1,Negative"
"8 months ago,Terrific purchase,Latest and greatest from Apple.,5,5,Positive"
"9 months ago,Brilliant,Good,5,5,Positive"
"9 months ago,Great product,Overall good experience till now!!,5,5,Positive"
"9 months ago,Terrific,Good camera 👍,5,5,Positive"
"9 months ago,Mind-blowing purchase,Best phone in this price range i upgrade from 13 to 14,5,5,Positive"
"9 months ago,Delightful,""All things are great, not much difference between 13 but just go for 14 because it has updated GPU and u get 1year extra update 😀"",4,5,Positive"
"10 months ago,Highly recommended,Awesome phone,5,5,Positive"
"10 months ago,Classy product,best phone in this segment love for apple india,5,5,Positive"
"10 months ago,Very Good,Iphone 14 excellent performance,4,5,Positive"
"10 months ago,Slightly disappointed,simply nothing changed as compared to older versions,2,3,Negative"
"10 months ago,Nice,Heating problems in my I phone,4,4,Positive"
"10 months ago,Nice product,Very nice product 👌👌👌,5,5,Positive"
"10 months ago,Awesome,What else can I say when everyone knows Apple is among the best in the Phone Market.,5,5,Positive"
"11 months ago,Excellent,🤷 what are u expecting me to say? You already know Iphone is Iphone,5,5,Positive"
